wrong_name;official_name
bsnes C++98 v0.85-content;Super Nintendo Entertainment System
bsnes Performance-content;Super Nintendo Entertainment System
bsnes-mercury Accuracy-content;Super Nintendo Entertainment System
bsnes-mercury Balanced-content;Super Nintendo Entertainment System
bsnes-mercury Performance-content;Super Nintendo Entertainment System
snes-content;Super Nintendo Entertainment System
SNES-content;Super Nintendo Entertainment System
Snes 9X-content;Super Nintendo Entertainment System
snes9x 2005-content;Super Nintendo Entertainment System
snes9x 2010-content;Super Nintendo Entertainment System
Super Nintendo Entertainment System-content;Super Nintendo Entertainment System
Super Nintendo Official-content;Super Nintendo Entertainment System
SUPERNES-content;Super Nintendo Entertainment System
Nintendo â€“ Super Nintendo Entertainment System-content;Super Nintendo Entertainment System
Super - Nintendo - Entertainment - System-content;Super Nintendo Entertainment System
'''Super Nintendo Entertainment System Brazil Games Translated'''-content;Super Nintendo Entertainment System Brazil Games Translated
snesbr-content;Super Nintendo Entertainment System Brazil Games Translated
Super Nintendo Entertainment System Brazil Games Translated-content;Super Nintendo Entertainment System Brazil Games Translated
Super - Nintendo - Entertainment - System - Brazil - Games - Translated-content;Super Nintendo Entertainment System Brazil Games Translated
'''Super Nintendo Entertainment System Hack'''-content;Super Nintendo Entertainment System Hack
snesh-content;Super Nintendo Entertainment System Hack
sneshack-content;Super Nintendo Entertainment System Hack
Super - Nintendo - Entertainment - System - Hack-content;Super Nintendo Entertainment System Hack
'''Super Nintendo Entertainment System Hacks'''-content;Super Nintendo Entertainment System Hacks
Super Nintendo Entertainment System Hacks-content;Super Nintendo Entertainment System Hacks
System Hacks - SNES-content;Super Nintendo Entertainment System Hacks
Super - Nintendo - Entertainment - System - Hacks-content;Super Nintendo Entertainment System Hacks
'''Super Nintendo Entertainment System Homebrew'''-content;Super Nintendo Entertainment System Homebrew
Super Nintendo Entertainment System Homebrew-content;Super Nintendo Entertainment System Homebrew
System Homebrew - SNES-content;Super Nintendo Entertainment System Homebrew
Super - Nintendo - Entertainment - System - Homebrew-content;Super Nintendo Entertainment System Homebrew
'''Super Nintendo MSU-1'''-content;Super Nintendo MSU-1
Nintendo SNES MSU-1-content;Super Nintendo MSU-1
snes-msu-content;Super Nintendo MSU-1
snescd-content;Super Nintendo MSU-1
snesmsu1-content;Super Nintendo MSU-1
Super Nintendo MSU-1-content;Super Nintendo MSU-1
Nintendo - Super Nintendo MSU-1-content;Super Nintendo MSU-1
Super - Nintendo - MSU-1-content;Super Nintendo MSU-1
Nintendo â€“ Super - Nintendo - MSU-1-content;Super Nintendo MSU-1
Super Disc Entertainment System-content;Super Nintendo MSU-1
Taito Type X-content;Taito Type X
Taito - Type - X-content;Taito Type X
Taito - Taito Type X2-content;Taito Type X2
'''Tandy TRS-80'''-content;Tandy TRS-80
Tandy TRS-80-content;Tandy TRS-80
tic80-content;Tandy TRS-80
to8-content;Tandy TRS-80
Tandy - TRS-80-content;Tandy TRS-80
'''TeknoParrot'''-content;TeknoParrot
TeknoParrot-content;TeknoParrot
Teknoparrot Collection Metal Edition-content;TeknoParrot
'''Touhou Project'''-content;Touhou Project
Touhou - Touhou-content;Touhou Project
TouHou Project-content;Touhou Project
Touhou - Project-content;Touhou Project
VTech CreatiVision-content;VTech CreatiVision
VTech - CreatiVision-content;VTech CreatiVision
Watara Supervision-content;Watara Supervision
Watara - SuperVision-content;Watara Supervision
Watara - Supervision-content;Watara Supervision
WoW Action Max-content;WoW Action Max
WoW - Action - Max-content;WoW Action Max
ZINC-content;ZINC
zinc-content;ZINC
Zinc-content;ZINC
ZINC3D-content;ZINC
atari-2600-content;Atari 2600
atari-5200-content;Atari 5200
atari-7800-content;Atari 7800
atari-lynx-content;Atari Lynx
atari-lynx-content;Atari Lynx
coin-op-content;Mame
#NOME?
gandw-content;Nintendo Game & Watch
mark3-content;Sega Mark III
neogeo-pocket-content;SNK Neo Geo Pocket
#NOME?
#NOME?
touhou-content;Touhou Project
tablet-content;Android
virtual-boy-content;Nintendo Virtual Boy
watara-content;Watara Supervision
3do-controller-content;3DO Interactive Multiplayer
3ds-controller-content;Nintendo 3DS
arcade-controller-content;Mame
atari-2600-controller-content;Atari 2600
atari-5200-controller-content;Atari 5200
atari-7800-controller-content;Atari 7800
atari-lynx-controller-content;Atari Lynx
c64-controller-content;Commodore 64
coin-op-controller-content;Mame
colecovision-controller-content;ColecoVision
#NOME?
dreamcast-controller-content;Sega Dreamcast
ds-controller-content;Nintendo DS
famicom-controller-content;Nintendo Famicom
gameboy-controller-content;Nintendo Game Boy
gamegear-controller-content;Sega Game Gear
gandw-controller-content;Nintendo Game & Watch
gba-controller-content;Nintendo Game Boy Advance
gbc-controller-content;Nintendo Game Boy Color
gc-controller-content;Nintendo GameCube
genesis-controller-content;Sega Genesis
jaguar-controller-content;Atari Jaguar
mark3-controller-content;Sega Mark III
n64-controller-content;Nintendo 64
neogeo-controller-content;SNK Neo Geo AES
neogeo-pocket-controller-content;SNK Neo Geo Pocket
nes-controller-content;Nintendo Entertainment System
#NOME?
#NOME?
pcengine-controller-content;NEC PC Engine
ps1-controller-content;Sony PlayStation
ps2-controller-content;Sony PlayStation 2
ps3-controller-content;Sony PlayStation 3
psp-controller-content;Sony PlayStation Portable
satellaview-controller-content;Nintendo Satellaview
saturn-controller-content;Sega Saturn
sg-1000-controller-content;Sega SG-1000
sms-controller-content;Sega Master System
snes-controller-content;Super Nintendo Entertainment System
supergrafx-controller-content;NEC SuperGrafx
tablet-controller-content;Android
touhou-controller-content;Touhou Project
vectrex-controller-content;GCE Vectrex
virtual-boy-controller-content;Nintendo Virtual Boy
watara-controller-content;Watara Supervision
wii-controller-content;Nintendo Wii
wiiu-controller-content;Nintendo Wii U
windows-controller-content;PC Games
wonderswan-controller-content;Bandai WonderSwan
xbox360-controller-content;Microsoft Xbox 360
3do-content;3DO Interactive Multiplayer
3ds-content;Nintendo 3DS
arcade-content;Mame
atari-2600-content;Atari 2600
atari-5200-content;Atari 5200
atari-7800-content;Atari 7800
atari-lynx-content;Atari Lynx
c64-content;Commodore 64
coin-op-content;Mame
colecovision-content;ColecoVision
#NOME?
dreamcast-content;Sega Dreamcast
ds-content;Nintendo DS
famicom-content;Nintendo Famicom
gameboy-content;Nintendo Game Boy
gamegear-content;Sega Game Gear
gandw-content;Nintendo Game & Watch
gba-content;Nintendo Game Boy Advance
gbc-content;Nintendo Game Boy Color
gc-content;Nintendo GameCube
genesis-content;Sega Genesis
jaguar-content;Atari Jaguar
mark3-content;Sega Mark III
n64-content;Nintendo 64
neogeo-content;SNK Neo Geo AES
neogeo-pocket-content;SNK Neo Geo Pocket
nes-content;Nintendo Entertainment System
#NOME?
#NOME?
pcengine-content;NEC PC Engine
ps1-content;Sony PlayStation
ps2-content;Sony PlayStation 2
ps3-content;Sony PlayStation 3
psp-content;Sony PlayStation Portable
satellaview-content;Nintendo Satellaview
saturn-content;Sega Saturn
sg-1000-content;Sega SG-1000
sms-content;Sega Master System
snes-content;Super Nintendo Entertainment System
supergrafx-content;NEC SuperGrafx
tablet-content;Android
touhou-content;Touhou Project
vectrex-content;GCE Vectrex
virtual-boy-content;Nintendo Virtual Boy
watara-content;Watara Supervision
wii-content;Nintendo Wii
wiiu-content;Nintendo Wii U
windows-content;PC Games
wonderswan-content;Bandai WonderSwan
xbox360-content;Microsoft Xbox 360
19XX Collection-content;- Sub_Selection - 19XX Collection
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
Assassin's Creed Collection-content;- Sub_Selection - Assassin's Creed Collection
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
R-Type Collection-content;- Sub_Selection - R-Type Collection
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
Tom Clancy's Collection-content;- Sub_Selection - Tom Clancy's Collection
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
3DO Interactive Multiplayer All Games-content;3DO Interactive Multiplayer
AAE All Games-content;AAE
Acorn Archimedes All Games-content;Acorn Archimedes
Acorn Atom All Games-content;Acorn Atom
Amiga All Games-content;Commodore Amiga
Amstrad CPC All Games-content;Amstrad CPC
Amstrad Ã¢â‚¬â€œ CPC-content;Amstrad CPC
Amstrad GX4000 All Games-content;Amstrad GX4000
Android All Games-content;Android
APF Imagination Machine All Games-content;APF Imagination Machine
Arcade All Games-content;Mame
Atari 2600 All Games-content;Atari 2600
Atari 5200 All Games-content;Atari 5200
Atari 7800 All Games-content;Atari 7800
Atari 800 All Games-content;Atari 800
Atari Jaguar All Games-content;Atari Jaguar
Atari Jaguar CD All Games-content;Atari Jaguar CD
Atari Lynx All Games-content;Atari Lynx
Atari ST All Games-content;Atari ST
Atari XEGS All Games-content;Atari XEGS
Atomiswave All Games-content;Sammy Atomiswave
Bally Astrocade All Games-content;Bally Astrocade
Bandai WonderSwan All Games-content;Bandai WonderSwan
Bandai WonderSwan Color All Games-content;Bandai WonderSwan Color
ColecoVision All Games-content;ColecoVision
Commodore 128 All Games-content;Commodore 128
Commodore 64 All Games-content;Commodore 64
Commodore Amiga CD32 All Games-content;Commodore Amiga CD32
DICE All Games-content;DICE
Emerson Arcadia 2001 All Games-content;Emerson Arcadia 2001
Entex Adventure Vision All Games-content;Entex Adventure Vision
Fairchild Channel F All Games-content;Fairchild Channel F
Famicom All Games-content;Nintendo Famicom
Game & Watch All Games-content;Nintendo Game & Watch
GCE Vectrex All Games-content;GCE Vectrex
Magnavox Odyssey 2 All Games-content;Magnavox Odyssey 2
Magnavox Odyssey All Games-content;Magnavox Odyssey
MAME All Games-content;Mame
Mattel Intellivision All Games-content;Mattel Intellivision
Microsoft MSX All Games-content;Microsoft MSX
Microsoft MSX2 All Games-content;Microsoft MSX2
Microsoft XBox 360 All Games-content;Microsoft Xbox 360
Microsoft XBox All Games-content;Microsoft Xbox
Microsoft XBox One All Games-content;Microsoft Xbox One
MUGEN All Games-content;Mugen
NEC PC-FX All Games-content;NEC PC-FX
NEC Turbo Duo All Games-content;NEC Turbografx-CD
NEC TurboGrafx-16 All Games-content;NEC TurboGrafx-16
NEC TurboGrafx-CD All Games-content;NEC TurboGrafx-CD
NESiCAxLive All Games-content;NESiCAxLive
Nintendo 3DS All Games-content;Nintendo 3DS
Nintendo 64 All Games-content;Nintendo 64
Nintendo 64DD All Games-content;Nintendo 64DD
Nintendo DS All Games-content;Nintendo DS
Nintendo Entertainment System All Games-content;Nintendo Entertainment System
Nintendo Famicom All Games-content;Nintendo Famicom
Nintendo Famicom Disk System All Games-content;Nintendo Famicom Disk System
Nintendo Game Boy Advance All Games-content;Nintendo Game Boy Advance
Nintendo Game Boy All Games-content;Nintendo Game Boy
Nintendo Game Boy Color All Games-content;Nintendo Game Boy Color
Nintendo GameCube All Games-content;Nintendo GameCube
Nintendo Pokemon Mini All Games-content;Nintendo Pokemon Mini
Nintendo Satellaview All Games-content;Nintendo Satellaview
Nintendo Sufami Turbo All Games-content;Nintendo Sufami Turbo
Nintendo Super Game Boy All Games-content;Nintendo Super Game Boy
Nintendo Switch All Games-content;Nintendo Switch
Nintendo Virtual Boy All Games-content;Nintendo Virtual Boy
Nintendo Wii All Games-content;Nintendo Wii
Nintendo Wii U All Games-content;Nintendo Wii U
Nintendo WiiWare All Games-content;Nintendo WiiWare
Nokia N-Gage All Games-content;Nokia N-Gage
OpenBOR All Games-content;OpenBor
PC Engine SuperGrafx All Games-content;NEC SuperGrafx
Philips CD-i All Games-content;Philips CD-i
RCA Studio II All Games-content;RCA Studio II
Sammy Atomiswave All Games-content;Sammy Atomiswave
Sega 32X All Games-content;Sega 32X
Sega CD All Games-content;Sega CD
Sega Dreamcast All Games-content;Sega Dreamcast
Sega Game Gear All Games-content;Sega Game Gear
Sega Genesis All Games-content;Sega Genesis
Sega Mark III All Games-content;Sega Mark III
Sega Master System All Games-content;Sega Master System
Sega Mega Drive All Games-content;Sega Mega Drive
Sega Model 1 All Games-content;Sega Model 1
Sega Model 2 All Games-content;Sega Model 2
Sega Model 3 All Games-content;Sega Model 3
Sega Naomi All Games-content;Sega Naomi
Sega Saturn All Games-content;Sega Saturn
Sega SC-3000 All Games-content;Sega SC-3000
Sega SG-1000 All Games-content;Sega SG-1000
Sega ST-V All Games-content;Sega ST-V
Sharp X1 All Games-content;Sharp X1
Sharp X68000 All Games-content;Sharp X68000
Sinclair ZX Spectrum All Games-content;Sinclair ZX Spectrum
SNK Neo Geo CD All Games-content;SNK Neo Geo CD
SNK Neo Geo Pocket All Games-content;SNK Neo Geo Pocket
SNK Neo Geo Pocket Color All Games-content;SNK Neo Geo Pocket Color
Sony Playstation 2 All Games-content;Sony PlayStation 2
Sony Playstation 3 All Games-content;Sony PlayStation 3
Sony Playstation 4 All Games-content;Sony PlayStation 4
Sony Playstation All Games-content;Sony PlayStation
Sony Playstation Vita All Games-content;Sony PlayStation Vita
Sony PocketStation All Games-content;Sony PocketStation
Sony PSP All Games-content;Sony PlayStation Portable
Steam All Games-content;Steam
Super Famicom All Games-content;Nintendo Super Famicom
Super Nintendo Entertainment System All Games-content;Super Nintendo Entertainment System
Taito Type X All Games-content;Taito Type X
TEKNOPARROT All Games-content;TeknoParrot
TRIFORCE All Games-content;Sega Triforce
VTech CreatiVision All Games-content;VTech CreatiVision
Watara Supervision All Games-content;Watara Supervision
Windows All Games-content;PC Games
WoW Action Max All Games-content;WoW Action Max
Zinc All Games-content;ZINC
3DO Interactive Multiplayer-content;3DO Interactive Multiplayer
AAE-content;AAE
Acorn Archimedes-content;Acorn Archimedes
Acorn Atom-content;Acorn Atom
Amiga-content;Commodore Amiga
Amstrad Ã¢â‚¬â€œ CPC-content;Amstrad CPC
Amstrad Ã¢â‚¬â€œ GX4000-content;Amstrad GX4000
Android-content;Android
APF Imagination Machine-content;APF Imagination Machine
Arcade-content;Mame
Atari 2600-content;Atari 2600
Atari 5200-content;Atari 5200
Atari 7800-content;Atari 7800
Atari 800-content;Atari 800
Atari Jaguar-content;Atari Jaguar
Atari Jaguar CD-content;Atari Jaguar CD
Atari Lynx-content;Atari Lynx
Atari ST-content;Atari ST
Atari XEGS-content;Atari XEGS
Atomiswave-content;Sammy Atomiswave
Bally Astrocade-content;Bally Astrocade
Bandai WonderSwan-content;Bandai WonderSwan
Bandai WonderSwan Color-content;Bandai WonderSwan Color
ColecoVision-content;ColecoVision
Commodore 128-content;Commodore 128
Commodore 64-content;Commodore 64
Commodore Amiga CD32-content;Commodore Amiga CD32
DICE-content;DICE
Emerson Arcadia 2001-content;Emerson Arcadia 2001
Entex Adventure Vision-content;Entex Adventure Vision
Fairchild Channel F-content;Fairchild Channel F
Famicom-content;Nintendo Famicom
Game & Watch-content;Nintendo Game & Watch
GCE Vectrex-content;GCE Vectrex
Magnavox Odyssey 2-content;Magnavox Odyssey 2
Magnavox Odyssey-content;Magnavox Odyssey
MAME-content;Mame
Mattel Intellivision-content;Mattel Intellivision
Microsoft MSX-content;Microsoft MSX
Microsoft MSX2-content;Microsoft MSX2
Microsoft XBox 360-content;Microsoft Xbox 360
Microsoft XBox-content;Microsoft Xbox
Microsoft XBox One-content;Microsoft Xbox One
MUGEN-content;Mugen
NEC PC-FX-content;NEC PC-FX
NEC Turbo Duo-content;NEC Turbografx-CD
NEC TurboGrafx-16-content;NEC TurboGrafx-16
NEC TurboGrafx-CD-content;NEC TurboGrafx-CD
NESiCAxLive-content;NESiCAxLive
Nintendo 3DS-content;Nintendo 3DS
Nintendo 64-content;Nintendo 64
Nintendo 64DD-content;Nintendo 64DD
Nintendo DS-content;Nintendo DS
Nintendo Entertainment System-content;Nintendo Entertainment System
Nintendo Famicom-content;Nintendo Famicom
Nintendo Famicom Disk System-content;Nintendo Famicom Disk System
Nintendo Game Boy Advance-content;Nintendo Game Boy Advance
Nintendo Game Boy-content;Nintendo Game Boy
Nintendo Game Boy Color-content;Nintendo Game Boy Color
Nintendo GameCube-content;Nintendo GameCube
Nintendo Pokemon Mini-content;Nintendo Pokemon Mini
Nintendo Satellaview-content;Nintendo Satellaview
Nintendo Sufami Turbo-content;Nintendo Sufami Turbo
Nintendo Super Game Boy-content;Nintendo Super Game Boy
Nintendo Switch-content;Nintendo Switch
Nintendo Virtual Boy-content;Nintendo Virtual Boy
Nintendo Wii-content;Nintendo Wii
Nintendo Wii U-content;Nintendo Wii U
Nintendo WiiWare-content;Nintendo WiiWare
Nokia N-Gage-content;Nokia N-Gage
OpenBOR-content;OpenBor
PC Engine SuperGrafx-content;NEC SuperGrafx
Philips CD-i-content;Philips CD-i
RCA Studio II-content;RCA Studio II
Sammy Atomiswave-content;Sammy Atomiswave
Sega 32X-content;Sega 32X
Sega CD-content;Sega CD
Sega Dreamcast-content;Sega Dreamcast
Sega Game Gear-content;Sega Game Gear
Sega Genesis-content;Sega Genesis
Sega Mark III-content;Sega Mark III
Sega Master System-content;Sega Master System
Sega Mega Drive-content;Sega Mega Drive
Sega Model 1-content;Sega Model 1
Sega Model 2-content;Sega Model 2
Sega Model 3-content;Sega Model 3
Sega Naomi-content;Sega Naomi
Sega Saturn-content;Sega Saturn
Sega SC-3000-content;Sega SC-3000
Sega SG-1000-content;Sega SG-1000
Sega ST-V-content;Sega ST-V
Sharp X1-content;Sharp X1
Sharp X68000-content;Sharp X68000
Sinclair ZX Spectrum-content;Sinclair ZX Spectrum
SNK Neo Geo CD-content;SNK Neo Geo CD
SNK Neo Geo Pocket-content;SNK Neo Geo Pocket
SNK Neo Geo Pocket Color-content;SNK Neo Geo Pocket Color
Sony Playstation 2-content;Sony PlayStation 2
Sony Playstation 3-content;Sony PlayStation 3
Sony Playstation 4-content;Sony PlayStation 4
Sony Playstation-content;Sony PlayStation
Sony Playstation Vita-content;Sony PlayStation Vita
Sony PocketStation-content;Sony PocketStation
Sony PSP-content;Sony PlayStation Portable
Steam-content;Steam
Super Famicom-content;Nintendo Super Famicom
Super Nintendo Entertainment System-content;Super Nintendo Entertainment System
Taito Type X-content;Taito Type X
TEKNOPARROT-content;TeknoParrot
TRIFORCE-content;Sega Triforce
VTech CreatiVision-content;VTech CreatiVision
Watara Supervision-content;Watara Supervision
Windows-content;PC Games
WoW Action Max-content;WoW Action Max
Zinc-content;ZINC
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
#NOME?
3DO-Interactive-Multiplayer-content;3DO Interactive Multiplayer
AAE-content;AAE
Acorn-Archimedes-content;Acorn Archimedes
Acorn-Atom-content;Acorn Atom
Acorn-BBC-Micro-content;Acorn BBC Micro
Acorn-Electron-content;Acorn Electron
Adobe-Flash--content;Adobe Flash 
Aleck64-Arcade-content;Aleck64 Arcade
American-Laser-Games-content;American Laser Games
Amstrad-Ã¢â‚¬â€œ-CPC-content;Amstrad CPC
Amstrad-Ã¢â‚¬â€œ-GX4000-content;Amstrad GX4000
Amstrad-CPC-content;Amstrad CPC
Amstrad-GX4000-content;Amstrad GX4000
Android-content;Android
APF-Imagination-Machine-content;APF Imagination Machine
Apple-II-content;Apple II
Apple-IIe-content;Apple IIe
Apple-IIGS-content;Apple IIGS
Apple-IOS-content;Apple IOS
Apple-Mac-OS-content;Apple Mac OS
arquivo_novo_-content;arquivo_novo_
Atari-2600-content;Atari 2600
Atari-5200-content;Atari 5200
Atari-7800-content;Atari 7800
Atari-800-content;Atari 800
Atari-Jaguar-content;Atari Jaguar
Atari-Jaguar-CD-content;Atari Jaguar CD
Atari-Lynx-content;Atari Lynx
Atari-ST-content;Atari ST
Atari-STE-content;Atari STE
Atari-TT-content;Atari TT
Atari-XEGS-content;Atari XEGS
Bally-Astrocade-content;Bally Astrocade
Bandai-WonderSwan-content;Bandai WonderSwan
Bandai-WonderSwan-Color-content;Bandai WonderSwan Color
character-content;character
ColecoVision-content;ColecoVision
Commodore-128-content;Commodore 128
Commodore-16-&-Plus4-content;Commodore 16 & Plus4
Commodore-20-content;Commodore 20
Commodore-64-content;Commodore 64
Commodore-Amiga-content;Commodore Amiga
Commodore-Amiga-1200-content;Commodore Amiga 1200
Commodore-Amiga-500-content;Commodore Amiga 500
Commodore-Amiga-600-content;Commodore Amiga 600
Commodore-Amiga-CD32-content;Commodore Amiga CD32
Commodore-Amiga-CDTV-content;Commodore Amiga CDTV
Commodore-CDTV-content;Commodore CDTV
Commodore-PET-content;Commodore PET
Commodore-VIC-20-content;Commodore VIC-20
controller-content;controller
Daphne-content;Daphne
DICE-content;DICE
EG2000-Colour-Genie-content;EG2000 Colour Genie
Emerson-Arcadia-2001-content;Emerson Arcadia 2001
Entech-Adventure-Vision-content;Entech Adventure Vision
Entex-Adventure-Vision-content;Entex Adventure Vision
Fairchild-Channel-F-content;Fairchild Channel F
Fujitsu-FM-Towns-content;Fujitsu FM Towns
Fujitsu-FM-7-content;Fujitsu FM-7
Future-Pinball-content;Future Pinball
GamePark-GP32-content;GamePark GP32
GCE-Vectrex-content;GCE Vectrex
GOG.com-content;GOG.com
Interton-VC-4000-content;Interton VC 4000
Java-Games-content;Java Games
LaserDisc-content;LaserDisc
Magnavox-Odyssey-content;Magnavox Odyssey
Magnavox-Odyssey-2-content;Magnavox Odyssey 2
Magnavox-Odyssey2-content;Magnavox Odyssey2
Main-content;Main
Mame-content;Mame
Mame-Hack-content;Mame Hack
Mattel-Aquarius-content;Mattel Aquarius
Mattel-Intellivision-content;Mattel Intellivision
Memotech-MTX-content;Memotech MTX
menuextra-content;menuextra
menuextra_1-content;menuextra_1
menuextra_2-content;menuextra_2
menuextra_3-content;menuextra_3
menuextra_4-content;menuextra_4
menuextra_5-content;menuextra_5
MGT-Sam-Coupe-content;MGT Sam Coupe
Microsoft-MS-DOS-content;Microsoft MS-DOS
Microsoft-MSX-content;Microsoft MSX
Microsoft-MSX-Turbo-R-content;Microsoft MSX Turbo-R
Microsoft-MSX2-content;Microsoft MSX2
Microsoft-MSX2+-content;Microsoft MSX2+
Microsoft-Xbox-content;Microsoft Xbox
Microsoft-Xbox-(Cxbx)-content;Microsoft Xbox (Cxbx)
Microsoft-Xbox-360-content;Microsoft Xbox 360
Microsoft-Xbox-One-content;Microsoft Xbox One
Mugen-content;Mugen
Music-Player-content;Music Player
NEC-PC-Engine-content;NEC PC Engine
NEC-PC-Engine-CD-content;NEC PC Engine-CD
NEC-PC-8801-content;NEC PC-8801
NEC-PC-9801-content;NEC PC-9801
NEC-PC-FX-content;NEC PC-FX
NEC-SuperGrafx-content;NEC SuperGrafx
NEC-TurboGrafx-16-content;NEC TurboGrafx-16
NEC-Turbografx-CD-content;NEC Turbografx-CD
NEC-TurboGrafx-Express-content;NEC TurboGrafx-Express
NESiCAxLive-content;NESiCAxLive
Nintendo-3DS-content;Nintendo 3DS
Nintendo-3DS-Brazil-Games-Translated-content;Nintendo 3DS Brazil Games Translated
Nintendo-64-content;Nintendo 64
Nintendo-64-Brazil-Games-Translated-content;Nintendo 64 Brazil Games Translated
Nintendo-64-HD-content;Nintendo 64 HD
Nintendo-64DD-content;Nintendo 64DD
Nintendo-DS-content;Nintendo DS
Nintendo-DS-Brazil-Games-Translated-content;Nintendo DS Brazil Games Translated
Nintendo-Entertainment-System-content;Nintendo Entertainment System
Nintendo-Entertainment-System-Brazil-Games-Translated-content;Nintendo Entertainment System Brazil Games Translated
Nintendo-Entertainment-System-Hacks-content;Nintendo Entertainment System Hacks
Nintendo-Entertainment-System-Homebrew-content;Nintendo Entertainment System Homebrew
Nintendo-Entertainment-System-Homebrews-content;Nintendo Entertainment System Homebrews
Nintendo-Entertainment-System-Mini-content;Nintendo Entertainment System Mini
Nintendo-Famicom-content;Nintendo Famicom
Nintendo-Famicom-Disk-System-content;Nintendo Famicom Disk System
Nintendo-Game-&-Watch-content;Nintendo Game & Watch
Nintendo-Game-Boy-content;Nintendo Game Boy
Nintendo-Game-Boy-2p-content;Nintendo Game Boy 2p
Nintendo-Game-Boy-Advance-content;Nintendo Game Boy Advance
Nintendo-Game-Boy-Advance-Brazil-Games-Translated-content;Nintendo Game Boy Advance Brazil Games Translated
Nintendo-Game-Boy-Brazil-Games-Translated-content;Nintendo Game Boy Brazil Games Translated
Nintendo-Game-Boy-Color-content;Nintendo Game Boy Color
Nintendo-Game-Boy-Color-2p-content;Nintendo Game Boy Color 2p
Nintendo-Game-Boy-Color-Brazil-Games-Translated-content;Nintendo Game Boy Color Brazil Games Translated
Nintendo-GameCube-content;Nintendo GameCube
Nintendo-Pokemon-Mini-content;Nintendo Pokemon Mini
Nintendo-Satellaview-content;Nintendo Satellaview
Nintendo-Sufami-Turbo-content;Nintendo Sufami Turbo
Nintendo-Super-Famicom-content;Nintendo Super Famicom
Nintendo-Super-Game-Boy-content;Nintendo Super Game Boy
Nintendo-Switch-content;Nintendo Switch
Nintendo-Switch-(ryujinx)-content;Nintendo Switch (ryujinx)
Nintendo-Virtual-Boy-content;Nintendo Virtual Boy
Nintendo-Wii-content;Nintendo Wii
Nintendo-Wii-Brazil-Games-Translated-content;Nintendo Wii Brazil Games Translated
Nintendo-Wii-Hacks-content;Nintendo Wii Hacks
Nintendo-Wii-Homebrew-content;Nintendo Wii Homebrew
Nintendo-Wii-U-content;Nintendo Wii U
Nintendo-WiiWare-content;Nintendo WiiWare
Nokia-N-Gage-content;Nokia N-Gage
OpenBor-content;OpenBor
Othello-Multivision-content;Othello Multivision
OUYA-content;OUYA
Palm-content;Palm
PC-Games-content;PC Games
