wrong_name;official_name
3 Street Fighter;- Sub_Selection - Street Fighter Collection
3 Capcom Fighters;- Sub_Selection - Capcom Fighter Collection
-Sub-Street Fighter Collection;- Sub_Selection - Street Fighter Collection
-SubCol-  -SubCol-  -SubCol-Street Fighter Collection';- Sub_Selection - Street Fighter Collection
-SubCol- Street Fighter Collection;- Sub_Selection - Street Fighter Collection
'- SubCol ?  Street Fighter Collection';- Sub_Selection - Street Fighter Collection
Street Fighter Collection;- Sub_Selection - Street Fighter Collection
streetfighter;- Sub_Selection - Street Fighter Collection
- Sub ?  Streets of Rage Collection;- Sub_Selection - Streets of Rage Collection
-Sub-Streets of Rage Collection;- Sub_Selection - Streets of Rage Collection
-SubCol-  -SubCol-  -SubCol-Streets of Rage Collection';- Sub_Selection - Streets of Rage Collection
-SubCol- Streets of Rage Collection;- Sub_Selection - Streets of Rage Collection
'- SubCol ?  Streets of Rage Collection';- Sub_Selection - Streets of Rage Collection
Streets of Rage Collection;- Sub_Selection - Streets of Rage Collection
- Sub ?  Super mario bros Collection;- Sub_Selection - Super mario bros Collection
-Sub-Super mario bros Collection;- Sub_Selection - Super mario bros Collection
-SubCol- Super mario bros Collection;- Sub_Selection - Super mario bros Collection
'- SubCol ?  Super mario bros Collection';- Sub_Selection - Super mario bros Collection
mario;- Sub_Selection - Super mario bros Collection
Mario Collection;- Sub_Selection - Super mario bros Collection
- Sub ?  Teenage Mutant Ninja Turtles Collection;- Sub_Selection - Teenage Mutant Ninja Turtles Collection
- SubCol ?  Teenage Mutant Ninja Turtles Collection;- Sub_Selection - Teenage Mutant Ninja Turtles Collection
-Sub-Teenage Mutant Ninja Turtles Collection;- Sub_Selection - Teenage Mutant Ninja Turtles Collection
-SubCol-  Teenage Mutant Ninja Turtles Collection;- Sub_Selection - Teenage Mutant Ninja Turtles Collection
-SubCol- Teenage Mutant Ninja Turtles Collection;- Sub_Selection - Teenage Mutant Ninja Turtles Collection
'- SubCol ?  Teenage Mutant Ninja Turtles Collection';- Sub_Selection - Teenage Mutant Ninja Turtles Collection
TMNT Collection;- Sub_Selection - Teenage Mutant Ninja Turtles Collection
- Sub ?  Tekken Collection;- Sub_Selection - Tekken Collection
-Sub-Tekken Collection;- Sub_Selection - Tekken Collection
-SubCol- Tekken Collection;- Sub_Selection - Tekken Collection
'- SubCol ?  Tekken Collection';- Sub_Selection - Tekken Collection
Tekken Collection;- Sub_Selection - Tekken Collection
- Sub ?  Telltale Games Collection;- Sub_Selection - Telltale Games Collection
-Sub-Telltale Games Collection;- Sub_Selection - Telltale Games Collection
-SubCol- Telltale Games Collection;- Sub_Selection - Telltale Games Collection
'- SubCol ?  Telltale Games Collection';- Sub_Selection - Telltale Games Collection
Telltale Games Collection;- Sub_Selection - Telltale Games Collection
- Sub ?  The King of Fighters Collection;- Sub_Selection - The King of Fighters Collection
-Sub-The King of Fighters Collection;- Sub_Selection - The King of Fighters Collection
-SubCol- The King of Fighters Collection;- Sub_Selection - The King of Fighters Collection
'- SubCol ?  The King of Fighters Collection';- Sub_Selection - The King of Fighters Collection
kof;- Sub_Selection - The King of Fighters Collection
- Sub ?  Tomb Raider Collection;- Sub_Selection - Tomb Raider Collection
-Sub-Tomb Raider Collection;- Sub_Selection - Tomb Raider Collection
-SubCol- Tomb Raider Collection;- Sub_Selection - Tomb Raider Collection
'- SubCol ?  Tomb Raider Collection';- Sub_Selection - Tomb Raider Collection
Tomb Raider Collection;- Sub_Selection - Tomb Raider Collection
tombraider;- Sub_Selection - Tomb Raider Collection
- Sub ?  Wolfenstein Collection;- Sub_Selection - Wolfenstein Collection
-Sub-Wolfenstein Collection;- Sub_Selection - Wolfenstein Collection
-SubCol- Wolfenstein Collection;- Sub_Selection - Wolfenstein Collection
'- SubCol ?  Wolfenstein Collection';- Sub_Selection - Wolfenstein Collection
Wolfenstein Collection;- Sub_Selection - Wolfenstein Collection
- Sub ?  - Sub ?  - SubCol ?  - SubCol ?  - SubCol ?  - SubCol ?  Zelda Collection;- Sub_Selection - Zelda Collection
- Sub ?  Zelda Collection;- Sub_Selection - Zelda Collection
-Sub-Zelda Collection;- Sub_Selection - Zelda Collection
-SubCol-  -SubCol-  -SubCol-  -SubCol-Zelda Collection';- Sub_Selection - Zelda Collection
-SubCol- Zelda Collection;- Sub_Selection - Zelda Collection
-SubCol-Zelda Collection';- Sub_Selection - Zelda Collection
'- SubCol ?  Zelda Collection';- Sub_Selection - Zelda Collection
ZELDA;- Sub_Selection - Zelda Collection
Zelda Collection;- Sub_Selection - Zelda Collection
- SubMenu_G - Action;- Menu - Sub_Genres - Action
Action;- Menu - Sub_Genres - Action
- SubMenu_G - Adventure;- Menu - Sub_Genres - Adventure
Adventure;- Menu - Sub_Genres - Adventure
- SubMenu_G -  Beat em Ups;- Menu - Sub_Genres - Beat em Ups
- SubMenu_G - Beat em Ups;- Menu - Sub_Genres - Beat em Ups
-SubMenu_G?  Beat em Ups;- Menu - Sub_Genres - Beat em Ups
'- SubMenu_G ?  Beat em Ups';- Menu - Sub_Genres - Beat em Ups
2 Beat em Ups;- Menu - Sub_Genres - Beat em Ups
Beat-'Em-Up;- Menu - Sub_Genres - Beat em Ups
Beat-'Em-Up;- Menu - Sub_Genres - Beat em Ups
Beat-Em-Up Collection;- Menu - Sub_Genres - Beat em Ups
- SubMenu_G -  Fighting;- Menu - Sub_Genres - Fighting
Fighting;- Menu - Sub_Genres - Fighting
- SubMenu_G - Fighting;- Menu - Sub_Genres - Fighting
-SubMenu_G?  Fighting;- Menu - Sub_Genres - Fighting
'- SubMenu_G ?  Fighting';- Menu - Sub_Genres - Fighting
1 Fighting;- Menu - Sub_Genres - Fighting
4 Fight Club;- Menu - Sub_Genres - Fighting
Fighting;- Menu - Sub_Genres - Fighting
- SubMenu_G - Flying;- Menu - Sub_Genres - Flying
Flying;- Menu - Sub_Genres - Flying
Gun Games;- Menu - Sub_Genres - Light Gun Games
Lightgun Collection;- Menu - Sub_Genres - Light Gun Games
- SubMenu_G - Old School;- Menu - Sub_Genres - Old School
'- SubMenu_G ?  Old School';- Menu - Sub_Genres - Old School
1 Old School;- Menu - Sub_Genres - Old School
auto-allgames;- Menu - Sub_Genres - Old School
- SubMenu_G -  Platform;- Menu - Sub_Genres - Platform
- SubMenu_G - Platform;- Menu - Sub_Genres - Platform
-SubMenu_G?  Platform;- Menu - Sub_Genres - Platform
'- SubMenu_G ?  Platform';- Menu - Sub_Genres - Platform
3 Platform;- Menu - Sub_Genres - Platform
Platform;- Menu - Sub_Genres - Platform
- SubMenu_G - Ports;- Menu - Sub_Genres - Ports
-SubMenu_G?  Ports;- Menu - Sub_Genres - Ports
-SubMenu_G?  S-SubMenu_G?  Ports;- Menu - Sub_Genres - Ports
'- SubMenu_G ?  Ports';- Menu - Sub_Genres - Ports
8 S- SubMenu_G -  Ports;- Menu - Sub_Genres - Ports
ports;- Menu - Sub_Genres - Ports
S- SubMenu_G -  Ports;- Menu - Sub_Genres - Ports
S-SubMenu_G?  Ports;- Menu - Sub_Genres - Ports
- SubMenu_G -  Puzzle;- Menu - Sub_Genres - Puzzle
- SubMenu_G - Puzzle;- Menu - Sub_Genres - Puzzle
-SubMenu_G?  Puzzle;- Menu - Sub_Genres - Puzzle
'- SubMenu_G ?  Puzzle';- Menu - Sub_Genres - Puzzle
4 Puzzle;- Menu - Sub_Genres - Puzzle
8 Puzzler;- Menu - Sub_Genres - Puzzle
Puzzle;- Menu - Sub_Genres - Puzzle
Quiz MachiNintendo Entertainment System;- Menu - Sub_Genres - Quiz
- SubMenu_G -  Racing;- Menu - Sub_Genres - Racing
- SubMenu_G - Racing;- Menu - Sub_Genres - Racing
-SubMenu_G?  Racing;- Menu - Sub_Genres - Racing
'- SubMenu_G ?  Racing';- Menu - Sub_Genres - Racing
5 Racing;- Menu - Sub_Genres - Racing
6 Racer;- Menu - Sub_Genres - Racing
Racing;- Menu - Sub_Genres - Racing
Racing Games Collection;- Menu - Sub_Genres - Racing
- SubMenu_G - Role-Playing;- Menu - Sub_Genres - Role-Playing
Role-Playing;- Menu - Sub_Genres - Role-Playing
- SubMenu_G -  Run and Gun;- Menu - Sub_Genres - Run and Gun
- SubMenu_G - Run and Gun;- Menu - Sub_Genres - Run and Gun
-SubMenu_G?  Run and Gun;- Menu - Sub_Genres - Run and Gun
'- SubMenu_G ?  Run and Gun';- Menu - Sub_Genres - Run and Gun
3 Run n Gun;- Menu - Sub_Genres - Run and Gun
Vert3 Run n Gun;- Menu - Sub_Genres - Run and Gun Vertical
6 Run and Gun;- Menu - Sub_Genres - Run and Gun
- SubMenu_G -  Shoot em Ups;- Menu - Sub_Genres - Shoot em Ups
Vert5 Shoot em Ups;- Menu - Sub_Genres - Shoot em Ups Vertical
- SubMenu_G - Shoot em Ups;- Menu - Sub_Genres - Shoot em Ups
-SubMenu_G?  Shoot em Ups;- Menu - Sub_Genres - Shoot em Ups
'- SubMenu_G ?  Shoot em Ups';- Menu - Sub_Genres - Shoot em Ups
5 Shoot em Ups;- Menu - Sub_Genres - Shoot em Ups
7 Shoot em Ups;- Menu - Sub_Genres - Shoot em Ups
Shoot-'Em-Up;- Menu - Sub_Genres - Shoot em Ups
- SubMenu_G - Shooter;- Menu - Sub_Genres - Shooter
Shooter;- Menu - Sub_Genres - Shooter
- SubMenu_G - Sports;- Menu - Sub_Genres - Sports
'- SubMenu_G ?  Sports';- Menu - Sub_Genres - Sports
7 Sports;- Menu - Sub_Genres - Sports
8 Sports;- Menu - Sub_Genres - Sports
- SubMenu_M -  Atari;- Menu - Sub_Manufacturer - Atari
- SubMenu_M - Atari;- Menu - Sub_Manufacturer - Atari
-SubMenu_M?  Atari;- Menu - Sub_Manufacturer - Atari
'- SubMenu_M ?  Atari';- Menu - Sub_Manufacturer - Atari
2 ATARI;- Menu - Sub_Manufacturer - Atari
9 Atari;- Menu - Sub_Manufacturer - Atari
atari;- Menu - Sub_Manufacturer - Atari
- SubMenu_M -  Commodore;- Menu - Sub_Manufacturer - Commodore
- SubMenu_M - Commodore;- Menu - Sub_Manufacturer - Commodore
-SubMenu_M?  Commodore;- Menu - Sub_Manufacturer - Commodore
'- SubMenu_M ?  Commodore';- Menu - Sub_Manufacturer - Commodore
2 COMMODORE;- Menu - Sub_Manufacturer - Commodore
- SubMenu_M -  Microsoft;- Menu - Sub_Manufacturer - Microsoft
- SubMenu_M - Microsoft;- Menu - Sub_Manufacturer - Microsoft
-SubMenu_M?  Microsoft;- Menu - Sub_Manufacturer - Microsoft
'- SubMenu_M ?  Microsoft';- Menu - Sub_Manufacturer - Microsoft
2 MICROSOFT;- Menu - Sub_Manufacturer - Microsoft
- SubMenu_M -  Nec;- Menu - Sub_Manufacturer - Nec
- SubMenu_M - Nec;- Menu - Sub_Manufacturer - Nec
-SubMenu_M?  Nec;- Menu - Sub_Manufacturer - Nec
'- SubMenu_M ?  Nec';- Menu - Sub_Manufacturer - Nec
2 NEC;- Menu - Sub_Manufacturer - Nec
- SubMenu_M -  Nintendo;- Menu - Sub_Manufacturer - Nintendo
- SubMenu_M - Nintendo;- Menu - Sub_Manufacturer - Nintendo
-SubMenu_M?  Nintendo;- Menu - Sub_Manufacturer - Nintendo
'- SubMenu_M ?  Nintendo';- Menu - Sub_Manufacturer - Nintendo
2 NINTENDO;- Menu - Sub_Manufacturer - Nintendo
9 Nintendo;- Menu - Sub_Manufacturer - Nintendo
- SubMenu -  Sega;- Menu - Sub_Manufacturer - Sega
- SubMenu_M -  Sega;- Menu - Sub_Manufacturer - Sega
- SubMenu_M - Sega;- Menu - Sub_Manufacturer - Sega
-SubMenu_M?  Sega;- Menu - Sub_Manufacturer - Sega
'- SubMenu_M ?  Sega';- Menu - Sub_Manufacturer - Sega
2 SEGA;- Menu - Sub_Manufacturer - Sega
9 Sega;- Menu - Sub_Manufacturer - Sega
sega;- Menu - Sub_Manufacturer - Sega
- SubMenu_M -  Snk;- Menu - Sub_Manufacturer - Snk
- SubMenu_M - Snk;- Menu - Sub_Manufacturer - Snk
-SubMenu_M?  Snk;- Menu - Sub_Manufacturer - Snk
'- SubMenu_M ?  Snk';- Menu - Sub_Manufacturer - Snk
2 SNK;- Menu - Sub_Manufacturer - Snk
9 SNK;- Menu - Sub_Manufacturer - Snk
- SubMenu_M -  Sony;- Menu - Sub_Manufacturer - Sony
- SubMenu_M - Sony;- Menu - Sub_Manufacturer - Sony
-SubMenu_M?  Sony;- Menu - Sub_Manufacturer - Sony
'- SubMenu_M ?  Sony';- Menu - Sub_Manufacturer - Sony
2 SONY;- Menu - Sub_Manufacturer - Sony
- Sub ?  - Sub ?  Arcade Classics;- Sub_Systems - Arcade Classics
Vert0 Arcade;- MenuSub - Arcade Vertical
Vert0 Arcade Classics;- Sub_Systems - Arcade Classics Vertical
0 Arcade Classics;- Sub_Systems - Arcade Classics
-Sub-Arcade Classics;- Sub_Systems - Arcade Classics
'- Sub ?Arcade Classics';- Sub_Systems - Arcade Classics
Arcade Classics;- Sub_Systems - Arcade Classics
arcade2;- Sub_Systems - Arcade Classics
-Sub-Atari Classics;- Sub_Systems - Atari Classics
Atari Classics;- Sub_Systems - Atari Classics
- Sub ?  - Sub ?  - Sub ?  - Sub ?- Sub ?Banpresto Classics Classics Classics Classics Classics;- Sub_Systems - Banpresto Classics
- Sub ?  - Sub ? Banpresto Classics;- Sub_Systems - Banpresto Classics
-Sub--Sub--Sub-Banpresto Classics' Classics Classics Classics;- Sub_Systems - Banpresto Classics
-Sub-Banpresto Classics;- Sub_Systems - Banpresto Classics
-Sub?Banpresto Classics' Classics;- Sub_Systems - Banpresto Classics
'- Sub ?Banpresto Classics';- Sub_Systems - Banpresto Classics
Banpresto;- Sub_Systems - Banpresto Classics
- Sub ?  - Sub ?  Capcom Classics;- Sub_Systems - Capcom Classics
Capcom Classics;- Sub_Systems - Capcom Classics
-Sub-Capcom Classics;- Sub_Systems - Capcom Classics
'- Sub ?Capcom Classics';- Sub_Systems - Capcom Classics
- Sub_Systems - Capcom Home Arcade;- Sub_Systems - Capcom Classics
9 Capcom;- Sub_Systems - Capcom Classics
Ca'PC Games'om Classics;- Sub_Systems - Capcom Classics
CaPC Gamesom Classics;- Sub_Systems - Capcom Classics
capcom;- Sub_Systems - Capcom Classics
cps;- Sub_Systems - Capcom Classics
- Sub ?  - Sub ?  Capcom Play System;- Sub_Systems - Capcom Play System
-Sub-Capcom Play System;- Sub_Systems - Capcom Play System
'- Sub ?Capcom Play System';- Sub_Systems - Capcom Play System
Ca'PC Games'om Play System I;- Sub_Systems - Capcom Play System
cps1;- Sub_Systems - Capcom Play System
CPS1;- Sub_Systems - Capcom Play System
- Sub ?  - Sub ?  Capcom Play System II;- Sub_Systems - Capcom Play System II
-Sub-Capcom Play System II;- Sub_Systems - Capcom Play System II
'- Sub ?Capcom Play System II';- Sub_Systems - Capcom Play System II
Ca'PC Games'om Play System II;- Sub_Systems - Capcom Play System II
CPS 2;- Sub_Systems - Capcom Play System II
cps2;- Sub_Systems - Capcom Play System II
- Sub ?  - Sub ?  Capcom Play System III;- Sub_Systems - Capcom Play System III
-Sub-Capcom Play System III;- Sub_Systems - Capcom Play System III
'- Sub ?Capcom Play System III';- Sub_Systems - Capcom Play System III
Ca'PC Games'om Play System III;- Sub_Systems - Capcom Play System III
cps3;- Sub_Systems - Capcom Play System III
emulador cps3;- Sub_Systems - Capcom Play System III
- Sub ?  - Sub ?  - Sub ?  - Sub ?- Sub ?Cave Classics Classics Classics Classics Classics;- Sub_Systems - Cave Classics
- Sub ?  - Sub ?  Cave Classics;- Sub_Systems - Cave Classics
-Sub--Sub--Sub-Cave Classics' Classics Classics Classics;- Sub_Systems - Cave Classics
-Sub-Cave Classics;- Sub_Systems - Cave Classics
-Sub?Banpresto Classics' Classics;- Sub_Systems - Cave Classics
-Sub?Cave Classics' Classics;- Sub_Systems - Cave Classics
'- Sub ?Cave Classics';- Sub_Systems - Cave Classics
9 Cave;- Sub_Systems - Cave Classics
Cave;- Sub_Systems - Cave Classics
- Sub ?  - Sub ?  Data East Classics;- Sub_Systems - Data East Classics
-Sub-Data East Classics;- Sub_Systems - Data East Classics
'- Sub ?Data East Classics';- Sub_Systems - Data East Classics
9 Data East;- Sub_Systems - Data East Classics
Data East Classics;- Sub_Systems - Data East Classics
dataeast;- Sub_Systems - Data East Classics
- Sub ?  - Sub ?  favorites;- Sub_Systems - favorites
-Sub-favorites;- Sub_Systems - favorites
'- Sub ?favorites';- Sub_Systems - favorites
auto-favorites;- Sub_Systems - favorites
- Sub ?  - Sub ?  Gaelco;- Sub_Systems - Gaelco
-Sub-Gaelco;- Sub_Systems - Gaelco
'- Sub ?Gaelco';- Sub_Systems - Gaelco
gaelco;- Sub_Systems - Gaelco
Gaelco;- Sub_Systems - Gaelco
Gaelco;- Sub_Systems - Gaelco
- Sub ?  - Sub ?  - Sub ?  - Sub ?- Sub ?Irem Classics Classics Classics Classics Classics Classics;- Sub_Systems - Irem Classics
- Sub ?  - Sub ?  Irem Classics;- Sub_Systems - Irem Classics
-Sub--Sub--Sub-Irem Classics' Classics Classics Classics Classics;- Sub_Systems - Irem Classics
-Sub-Irem Classics;- Sub_Systems - Irem Classics
-Sub?Cave Classics' Classics;- Sub_Systems - Irem Classics
-Sub?Irem Classics' Classics;- Sub_Systems - Irem Classics
Irem Classics;- Sub_Systems - Irem Classics
'- Sub ?Irem Classics';- Sub_Systems - Irem Classics
9 Irem;- Sub_Systems - Irem Classics
Irem;- Sub_Systems - Irem Classics
- Sub ?  - Sub ?  Jaleco Classics;- Sub_Systems - Jaleco Classics
-Sub-Jaleco Classics;- Sub_Systems - Jaleco Classics
'- Sub ?Jaleco Classics';- Sub_Systems - Jaleco Classics
Jaleco;- Sub_Systems - Jaleco Classics
- Sub ?  - Sub ?  - Sub ?  - Sub ?- Sub ?Kaneko Classics Classics Classics Classics Classics;- Sub_Systems - Kaneko Classics
Kaneko;- Sub_Systems - Kaneko Classics
- Sub ?  - Sub ?  Kaneko Classics;- Sub_Systems - Kaneko Classics
-Sub--Sub--Sub-Kaneko Classics' Classics Classics Classics;- Sub_Systems - Kaneko Classics
-Sub-Kaneko Classics;- Sub_Systems - Kaneko Classics
-Sub?Kaneko Classics' Classics;- Sub_Systems - Kaneko Classics
'- Sub ?Kaneko Classics';- Sub_Systems - Kaneko Classics
Kaneko;- Sub_Systems - Kaneko Classics
- Sub ?  - Sub ?  Konami Classics;- Sub_Systems - Konami Classics
-Sub-Konami Classics;- Sub_Systems - Konami Classics
'- Sub ?Konami Classics';- Sub_Systems - Konami Classics
9 Konami;- Sub_Systems - Konami Classics
konami;- Sub_Systems - Konami Classics
Konami Classics;- Sub_Systems - Konami Classics
- Sub ?  - Sub ?  Microsoft MS-DOS Joystick;- Sub_Systems - Microsoft MS-DOS Joystick
-Sub-Microsoft MS-DOS Joystick;- Sub_Systems - Microsoft MS-DOS Joystick
'- Sub ?Microsoft MS-DOS Joystick';- Sub_Systems - Microsoft MS-DOS Joystick
DOS Joystick Official;- Sub_Systems - Microsoft MS-DOS Joystick
- Sub ?  - Sub ?  Microsoft MS-DOS Mouse;- Sub_Systems - Microsoft MS-DOS Mouse
-Sub-Microsoft MS-DOS Mouse;- Sub_Systems - Microsoft MS-DOS Mouse
'- Sub ?Microsoft MS-DOS Mouse';- Sub_Systems - Microsoft MS-DOS Mouse
DOS Mouse Official;- Sub_Systems - Microsoft MS-DOS Mouse
- Sub ?  - Sub ?  Midway Classics;- Sub_Systems - Midway Classics
-Sub-Midway Classics;- Sub_Systems - Midway Classics
'- Sub ?Midway Classics';- Sub_Systems - Midway Classics
9 Midway;- Sub_Systems - Midway Classics
midway;- Sub_Systems - Midway Classics
Midway Classics;- Sub_Systems - Midway Classics
- Sub ?  - Sub ?  - Sub ?  - Sub ?- Sub ?Namco Classics Classics Classics Classics Classics Classics;- Sub_Systems - Namco Classics
- Sub ?  - Sub ?  Namco Classics;- Sub_Systems - Namco Classics
Namco Classics;- Sub_Systems - Namco Classics
-Sub--Sub--Sub-Namco Classics' Classics Classics Classics Classics;- Sub_Systems - Namco Classics
-Sub-Namco Classics;- Sub_Systems - Namco Classics
-Sub?Namco Classics' Classics;- Sub_Systems - Namco Classics
'- Sub ?Namco Classics';- Sub_Systems - Namco Classics
9 Namco;- Sub_Systems - Namco Classics
Namco;- Sub_Systems - Namco Classics
-Sub-Namco NA-1;- Sub_Systems - Namco NA-1
-Sub?Namco Classics' Classics NA-1;- Sub_Systems - Namco NA-1
-Sub-Namco NB-1;- Sub_Systems - Namco NB-1
-Sub?Namco Classics' Classics NB-1;- Sub_Systems - Namco NB-1
-Sub-Namco System 22;- Sub_Systems - Namco System 22
-Sub?Namco Classics' Classics System 22;- Sub_Systems - Namco System 22
- Sub ?  - Sub ?  - Sub ?  - Sub ?- Sub ?Nichibutsu Classics Classics Classics Classics Classics;- Sub_Systems - Nichibutsu Classics
- Sub ?  - Sub ?  Nichibutsu Classics;- Sub_Systems - Nichibutsu Classics
-Sub--Sub--Sub-Nichibutsu Classics' Classics Classics Classics;- Sub_Systems - Nichibutsu Classics
-Sub-Nichibutsu Classics;- Sub_Systems - Nichibutsu Classics
-Sub?Nichibutsu Classics' Classics;- Sub_Systems - Nichibutsu Classics
'- Sub ?Nichibutsu Classics';- Sub_Systems - Nichibutsu Classics
Nichibutsu;- Sub_Systems - Nichibutsu Classics
-Sub-Nintendo Classics;- Sub_Systems - Nintendo Classics
Nintendo Classics;- Sub_Systems - Nintendo Classics
-Sub-Poly Game Master;- Sub_Systems - Poly Game Master
'PolyGame Master';- Sub_Systems - Poly Game Master
pgm;- Sub_Systems - Poly Game Master
PGM;- Sub_Systems - Poly Game Master
Poly Game Master;- Sub_Systems - Poly Game Master
PolyGame Master;- Sub_Systems - Poly Game Master
- Sub ?  - Sub ?  - Sub ?  - Sub ?- Sub ?Psikyo Classics Classics Classics Classics Classics;- Sub_Systems - Psikyo Classics
- Sub ?  - Sub ?  Psikyo Classics;- Sub_Systems - Psikyo Classics
-Sub--Sub--Sub-Psikyo Classics' Classics Classics Classics;- Sub_Systems - Psikyo Classics
-Sub-Psikyo Classics;- Sub_Systems - Psikyo Classics
-Sub?Psikyo Classics' Classics;- Sub_Systems - Psikyo Classics
'- Sub ?Psikyo Classics';- Sub_Systems - Psikyo Classics
Psikyo;- Sub_Systems - Psikyo Classics
- Sub ?  - Sub ?  - Sub ?  - Sub ?- Sub ?Raizing Classics Classics Classics Classics Classics;- Sub_Systems - Raizing Classics
- Sub ?  - Sub ?  Raizing Classics;- Sub_Systems - Raizing Classics
-Sub--Sub--Sub-Raizing Classics' Classics Classics Classics;- Sub_Systems - Raizing Classics
-Sub-Raizing Classics;- Sub_Systems - Raizing Classics
-Sub?Raizing Classics' Classics;- Sub_Systems - Raizing Classics
'- Sub ?Raizing Classics';- Sub_Systems - Raizing Classics
Raizing;- Sub_Systems - Raizing Classics
-Sub-Sega Classics;- Sub_Systems - Sega Classics
Sega Classics;- Sub_Systems - Sega Classics
- Sub ?  - Sub ?  Sega Naomi 2;- Sub_Systems - Sega Naomi 2
-Sub-Sega Naomi 2;- Sub_Systems - Sega Naomi 2
'- Sub ?Sega Naomi 2';- Sub_Systems - Sega Naomi 2
naomi2;- Sub_Systems - Sega Naomi 2
- Sub ?  - Sub ?  Seibu Kaihatsu;- Sub_Systems - Seibu Kaihatsu
-Sub-Seibu Kaihatsu;- Sub_Systems - Seibu Kaihatsu
'- Sub ?Seibu Kaihatsu';- Sub_Systems - Seibu Kaihatsu
- Sub ? Seibu Kaihatsu Classics;- Sub_Systems - Seibu Kaihatsu Classics
-Sub-Seibu Kaihatsu Classics;- Sub_Systems - Seibu Kaihatsu Classics
'- Sub ? Seibu Kaihatsu Classics';- Sub_Systems - Seibu Kaihatsu Classics
seibu;- Sub_Systems - Seibu Kaihatsu Classics
Seibu Kaihatsu;- Sub_Systems - Seibu Kaihatsu Classics
- Sub ? Seta Classics;- Sub_Systems - Seta Classics
-Sub-Seta Classics;- Sub_Systems - Seta Classics
'- Sub ? Seta Classics';- Sub_Systems - Seta Classics
seta;- Sub_Systems - Seta Classics
-Sub-SNK Classics;- Sub_Systems - SNK Classics
SNK Classics;- Sub_Systems - SNK Classics
- Sub ? SNK Neo Geo AES;SNK Neo Geo AES
-Sub-SNK Neo Geo AES;SNK Neo Geo AES
'- Sub ? SNK Neo Geo AES';SNK Neo Geo AES
'SNK Neo Geo MVS' AES;SNK Neo Geo AES
Neo-Geo;SNK Neo Geo AES
neogeo;SNK Neo Geo AES
- Sub ? Taito Classics;- Sub_Systems - Taito Classics
-Sub-Taito Classics;- Sub_Systems - Taito Classics
'- Sub ? Taito Classics';- Sub_Systems - Taito Classics
9 Taito;- Sub_Systems - Taito Classics
taito;- Sub_Systems - Taito Classics
Taito Classics;- Sub_Systems - Taito Classics
tecmo;- Sub_Systems - Taito Classics
- Sub ? Technos Classics;- Sub_Systems - Technos Classics
-Sub-Technos Classics;- Sub_Systems - Technos Classics
'- Sub ? Technos Classics';- Sub_Systems - Technos Classics
Technos;- Sub_Systems - Technos Classics
- Sub ? Toaplan Classics;- Sub_Systems - Toaplan Classics
-Sub-Toaplan Classics;- Sub_Systems - Toaplan Classics
'- Sub ? Toaplan Classics';- Sub_Systems - Toaplan Classics
toaplan;- Sub_Systems - Toaplan Classics
- Sub ? Unico Classics;- Sub_Systems - Unico Classics
-Sub-Unico Classics;- Sub_Systems - Unico Classics
'- Sub ? Unico Classics';- Sub_Systems - Unico Classics
unico;- Sub_Systems - Unico Classics
- Sub ? - Sub ? - Sub ? - Sub ? - Sub ? Visco Games Games Games Games Games;- Sub_Systems - Video System Co
- Sub ? Video System Co;- Sub_Systems - Video System Co
-Sub-Video System Co;- Sub_Systems - Video System Co
-Sub-Visco Games;- Sub_Systems - Video System Co
-Sub?Visco Games;- Sub_Systems - Video System Co
'- Sub ? Video System Co';- Sub_Systems - Video System Co
Video System Co;- Sub_Systems - Video System Co
videosystem;- Sub_Systems - Video System Co
- Sub ? Visco Games;- Sub_Systems - Visco Games
-Sub--Sub--Sub-''-Sub-Visco Games'' Games Games Games;- Sub_Systems - Visco Games
-Sub-Visco Games;- Sub_Systems - Visco Games
'- Sub ? Visco Games';- Sub_Systems - Visco Games
Visco;- Sub_Systems - Visco Games
- Sub ? Williams Classics;- Sub_Systems - Williams Classics
-Sub-Williams Classics;- Sub_Systems - Williams Classics
'- Sub ? Williams Classics';- Sub_Systems - Williams Classics
9 Williams;- Sub_Systems - Williams Classics
Williams Classics;- Sub_Systems - Williams Classics
'3DO Interactive Multiplayer';3DO Interactive Multiplayer
The 3DO Company - 3DO;3DO Interactive Multiplayer
3do;3DO Interactive Multiplayer
3DO;3DO Interactive Multiplayer
3DO Interactive Multiplayer;3DO Interactive Multiplayer
3DO Official;3DO Interactive Multiplayer
Pana- Sub ?  - Sub ?  - SubCol ?  - SubCol ?  - SubCol ?  - SubCol ?  Sonic Collection 3DO;3DO Interactive Multiplayer
Panasonic 3DO;3DO Interactive Multiplayer
AAE;AAE
Acorn Archimedes;Acorn Archimedes
Acorn Atom;Acorn Atom
'Acorn BBC Micro';Acorn BBC Micro
Acorn BBC Micro;Acorn BBC Micro
BBC Micro Official;Acorn BBC Micro
'Aleck64 Arcade';Aleck64 Arcade
Aleck64 Arcade;Aleck64 Arcade
'Amstrad CPC';Amstrad CPC
Amstrad CPC;Amstrad CPC
Amstrad CPC Official;Amstrad CPC
amstradcpc;Amstrad CPC
cpr;Amstrad CPC
kcr;Amstrad CPC
Amstrad - CPC;Amstrad CPC
'Amstrad GX4000';Amstrad GX4000
Amstrad - GX4000;Amstrad GX4000
Amstrad GX4000;Amstrad GX4000
Amstrad GX4000 Official;Amstrad GX4000
